data	sr_temp_pow	max_temp_pow	min_temp_pow	min_temp_pow_przy_gruncie	sr_wilgotnosc_pow sr_preznosc_pary_wodnej	sr_zachmurzenie	sr_predkosc_wiatru	czas_trwania_wiatru_10_m_s	czas_trwania_wiatru_15_m_s	cisnienie_na_poziomie_morza	cisnienie_na_poziomie_stacji	dobowa_suma_opadu	opad_dzien	opad_noc	wysokosc_pokrywy_snieznej	rownowaznik_wodny_sniegu	uslonecznienie	czas_trwania_opadu_deszczu	czas_trwania_opadu_sniegu	czas_trwania_opadu_deszczu_ze_sniegiem	czas_trwania_mgly	czas_trwania_rosy	czas_trwania_szronu	czas_trwania_burzy
2019-02-01	0.0	8.3	-5.7	-8.8	81.6	5.0	4.3	3.1	0.0	0.0	1003.7	973.8	0.1	0.1	0.0	-	0.0	-	1.3	-	-	-	-	11.0	-
2019-02-02	7.4	12.8	2.1	-1.4	74.5	7.6	6.0	3.5	0.0	0.0	1000.3	971.3	0.5	0.0	0.5	-	0.0	-	-	-	-	-	-	-	-
2019-02-03	3.5	10.6	1.7	0.4	95.1	7.5	7.3	2.9	0.0	0.0	1007.8	978.2	2.7	1.0	1.7	-	0.0	-	8.0	0.9	1.9	0.9	-	-	-
2019-02-04	0.5	2.7	0.2	-1.8	91.0	5.8	7.5	4.3	0.0	0.0	1027.0	996.5	0.0	0.0	0.0	1	0.0	-	-	9.2	-	-	-	-	-
2019-02-05	0.2	4.6	-2.6	-4.0	85.5	5.3	2.6	2.0	0.0	0.0	1029.6	999.0	0.0	0.0	0.0	1	0.0	-	-	-	-	-	-	7.0	-
2019-02-06	-0.4	4.2	-3.2	-5.3	81.0	4.8	4.9	2.1	0.0	0.0	1029.9	999.2	0.0	0.0	0.0	-	0.0	-	-	2.1	-	-	-	7.3	-
2019-02-07	-0.9	7.2	-6.2	-10.4	77.5	4.4	3.6	1.4	0.0	0.0	1020.7	990.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	13.0	-
2019-02-08	0.2	6.4	-4.5	-6.0	83.0	5.2	4.0	1.8	0.0	0.0	1021.0	990.6	0.0	0.0	0.0	-	0.0	-	-	0.5	-	-	-	13.2	-
2019-02-09	0.5	8.5	-4.9	-8.2	82.4	5.2	4.8	1.9	0.0	0.0	1016.1	985.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	9.0	-
2019-02-10	4.2	12.2	-4.3	-7.5	70.8	5.6	5.0	1.5	0.0	0.0	1010.2	980.6	2.3	0.0	2.3	-	0.0	-	1.2	-	-	-	-	8.0	-
2019-02-11	4.1	7.8	2.5	1.5	81.6	6.7	6.9	5.4	1.9	0.0	1005.0	975.6	0.8	0.5	0.3	-	0.0	-	6.0	-	-	-	-	-	-
2019-02-12	1.5	3.3	-0.2	-1.4	74.3	5.0	6.8	6.1	0.0	0.0	1021.6	991.4	0.1	0.1	0.0	-	0.0	-	0.7	2.6	0.5	-	-	-	-
2019-02-13	1.5	3.5	-0.9	-3.6	85.4	5.9	7.1	6.0	0.0	0.0	1031.4	1000.9	0.0	0.0	0.0	-	0.0	-	2.8	1.5	-	-	-	-	-
2019-02-14	5.3	8.3	2.8	0.5	85.0	7.5	6.9	4.4	0.0	0.0	1034.3	1004.1	0.1	0.0	0.1	-	0.0	-	3.4	-	-	-	-	-	-
2019-02-15	5.0	8.4	3.9	2.0	85.9	7.5	6.3	2.8	0.0	0.0	1034.0	1003.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-02-16	4.1	13.2	-1.6	-4.5	69.5	5.3	1.1	2.5	0.0	0.0	1030.2	999.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	6.0	-
2019-02-17	4.3	15.0	-2.8	-8.0	67.6	5.3	1.1	1.8	0.0	0.0	1026.8	996.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	9.0	-
2019-02-18	4.2	15.0	-2.8	-7.6	70.0	5.4	2.4	1.3	0.0	0.0	1023.6	993.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	9.0	-
2019-02-19	4.5	13.3	-3.8	-6.2	71.6	5.8	1.9	2.5	0.0	0.0	1018.2	988.4	0.6	0.0	0.6	-	0.0	-	2.9	-	-	-	-	8.0	-
2019-02-20	5.6	8.2	2.7	-0.5	73.9	6.6	7.0	5.0	0.0	0.0	1021.2	991.4	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	-	-	-
2019-02-21	6.0	9.6	3.7	1.5	72.9	6.8	7.6	5.4	0.0	0.0	1024.0	994.2	6.2	1.5	4.7	-	0.0	-	9.2	-	-	-	-	-	-
2019-02-22	0.3	6.0	-3.1	-5.8	67.0	4.5	3.9	5.9	0.6	0.0	1031.1	1000.5	0.0	0.0	0.0	-	0.0	-	5.5	0.5	0.3	-	-	-	-
2019-02-23	-3.9	-0.8	-7.2	-10.1	59.6	2.7	3.3	1.9	0.0	0.0	1044.9	1013.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-02-24	-0.9	3.0	-5.2	-7.8	61.9	3.5	7.1	3.5	0.0	0.0	1039.6	1008.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	6.0	-
2019-02-25	5.3	10.4	-0.7	-2.1	54.9	4.9	5.6	4.3	0.0	0.0	1034.1	1003.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-02-26	6.5	10.9	3.5	1.0	66.6	6.4	4.3	4.8	0.0	0.0	1027.5	997.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-02-27	3.7	8.3	-1.6	-4.7	75.9	6.0	1.8	4.1	0.0	0.0	1026.1	996.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	4.0	-
2019-02-28	8.9	15.4	0.3	-3.6	53.1	5.9	2.8	7.1	6.1	0.0	1009.3	980.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-03-01	4.5	10.4	0.1	-1.9	74.9	6.3	5.3	4.4	0.0	0.0	1010.1	980.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	1.0	-
2019-03-02	0.6	5.2	-5.2	-8.8	73.0	4.6	4.9	2.0	0.0	0.0	1016.9	986.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	8.0	-
2019-03-03	5.4	10.6	0.4	-1.4	74.6	6.7	7.1	2.9	0.3	0.0	1013.0	983.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-03-04	10.5	17.1	5.0	2.9	62.4	7.6	6.4	3.9	0.6	0.0	1001.5	972.8	0.7	0.0	0.7	-	0.0	-	1.7	-	-	-	-	-	-
2019-03-05	6.0	13.2	4.0	2.8	72.4	6.7	6.0	6.8	7.8	0.0	1005.2	975.9	3.2	0.0	3.2	-	0.0	-	2.5	-	-	-	-	-	-
2019-03-06	5.9	11.0	2.2	0.5	67.3	6.0	4.6	4.0	0.0	0.0	1015.1	985.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-03-07	8.6	15.8	-0.5	-2.8	61.6	6.8	6.3	3.4	0.0	0.0	1005.7	976.7	0.4	0.0	0.4	-	0.0	-	0.6	-	-	-	-	-	-
2019-03-08	10.1	15.2	6.3	3.2	56.6	6.9	4.4	6.9	5.1	0.0	1011.4	982.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-03-09	7.4	11.9	2.4	1.2	68.9	6.9	6.3	6.1	3.1	0.0	1013.4	984.0	5.4	0.0	5.4	-	0.0	-	4.2	-	-	-	-	-	-
2019-03-10	6.8	9.5	2.5	1.3	70.9	7.0	6.5	7.6	6.7	0.0	1006.0	976.8	1.2	0.4	0.8	-	0.0	-	4.6	-	-	-	-	-	1.2
2019-03-11	4.3	8.8	0.9	-0.5	73.5	6.0	6.3	7.8	6.9	1.9	1009.8	980.2	3.6	3.1	0.5	-	0.0	-	1.8	4.0	1.5	-	-	-	-
2019-03-12	2.0	6.1	0.4	-2.4	77.4	5.4	4.4	4.6	0.0	0.0	1019.3	989.2	0.0	0.0	0.0	-	0.0	-	-	1.3	-	-	-	3.0	-
2019-03-13	2.9	9.0	-3.1	-6.5	72.0	5.4	6.3	2.1	0.0	0.0	1011.3	981.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	8.0	-
2019-03-14	4.8	9.4	1.3	0.2	72.8	6.2	5.9	4.4	1.1	0.0	1006.4	976.9	2.1	1.1	1.0	-	0.0	-	1.5	-	-	-	-	-	-
2019-03-15	6.3	8.9	3.9	1.5	73.6	7.0	6.9	6.0	1.1	0.0	1001.9	972.8	3.8	0.8	3.0	-	0.0	-	8.5	-	-	-	-	-	-
2019-03-16	7.2	9.7	5.5	1.0	65.4	6.5	7.4	9.0	7.8	0.0	1005.8	976.6	0.1	0.0	0.1	-	0.0	-	4.3	-	-	-	-	-	-
2019-03-17	10.9	20.8	4.8	0.5	60.0	6.9	4.3	2.4	0.0	0.0	1006.1	977.3	1.6	0.0	1.6	-	0.0	-	0.2	-	-	-	-	-	-
2019-03-18	6.4	11.6	4.4	2.0	72.5	6.9	7.1	5.0	0.3	0.0	1014.2	984.7	0.0	0.0	0.0	-	0.0	-	3.2	-	-	-	-	-	-
2019-03-19	3.3	7.8	-0.3	-3.5	64.6	4.9	2.9	3.0	0.0	0.0	1025.4	995.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	6.0	-
2019-03-20	2.3	9.4	-4.0	-5.5	67.4	4.6	1.3	1.6	0.0	0.0	1033.9	1003.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	9.0	-
2019-03-21	4.5	9.9	-2.7	-7.0	72.0	6.1	5.8	2.4	0.0	0.0	1035.1	1004.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	7.0	-
2019-03-22	8.9	11.9	5.1	3.2	79.3	9.0	7.4	2.3	0.0	0.0	1033.0	1003.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-03-23	8.3	17.5	1.0	-1.6	80.6	8.5	2.6	1.5	0.0	0.0	1027.9	998.2	0.0	0.0	0.0	-	0.0	-	-	-	-	7.1	3.0	-	-
2019-03-24	9.0	13.6	4.7	1.3	67.4	7.6	5.8	2.3	0.0	0.0	1022.7	993.3	0.1	0.0	0.1	-	0.0	-	1.3	-	-	-	6.0	-	-
2019-03-25	6.2	9.7	4.5	3.5	75.8	7.1	7.0	3.8	0.0	0.0	1014.0	984.5	1.3	0.8	0.5	-	0.0	-	2.6	-	-	-	-	-	0.3
2019-03-26	5.0	8.6	2.5	1.0	68.0	5.8	7.1	6.4	2.7	0.0	1020.8	991.0	0.0	0.0	0.0	-	0.0	-	1.3	-	-	-	-	-	-
2019-03-27	3.5	9.2	-2.6	-4.0	61.5	4.6	1.4	3.6	0.0	0.0	1028.7	998.5	0.4	0.0	0.4	-	0.0	-	-	-	-	-	-	-	-
2019-03-28	5.6	9.9	-0.1	-3.6	82.4	7.5	5.6	2.9	0.0	0.0	1031.2	1001.2	0.0	0.0	0.0	-	0.0	-	2.2	-	-	0.9	-	-	-
2019-03-29	5.8	13.0	-1.5	-3.8	76.5	6.9	5.4	2.5	0.0	0.0	1032.7	1002.6	0.0	0.0	0.0	-	0.0	-	-	-	-	7.6	-	-	-
2019-03-30	8.4	19.1	-0.9	-4.5	67.1	6.9	2.4	0.4	0.0	0.0	1025.5	995.9	0.0	0.0	0.0	-	0.0	-	-	-	-	0.5	-	-	-
2019-03-31	10.4	19.2	0.4	-4.0	61.1	7.1	1.8	2.4	0.0	0.0	1020.0	990.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-04-01	7.0	13.7	3.5	1.2	49.8	4.9	2.3	5.4	0.0	0.0	1026.0	996.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-02	7.2	15.4	-0.2	-1.0	45.5	4.4	0.9	5.9	0.0	0.0	1020.5	990.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-03	10.0	18.9	1.5	0.3	50.1	5.9	4.6	4.3	0.0	0.0	1011.7	982.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-04	12.0	20.4	4.1	2.6	51.4	6.8	4.8	3.3	0.0	0.0	1007.2	978.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-05	13.5	21.0	8.0	6.0	54.6	8.2	4.1	3.6	0.0	0.0	1007.4	978.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-06	9.3	14.6	8.0	4.4	76.9	9.0	6.1	3.8	0.0	0.0	1008.6	979.6	8.5	6.8	1.7	-	0.0	-	7.5	-	-	-	-	-	-
2019-04-07	8.8	14.9	4.3	2.6	81.9	9.1	4.4	1.9	0.0	0.0	1008.7	979.6	0.0	0.0	0.0	-	0.0	-	0.8	-	-	0.3	-	-	-
2019-04-08	10.5	17.0	2.8	1.7	73.0	9.0	1.9	2.3	0.0	0.0	1008.9	980.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-09	11.9	17.6	6.5	3.0	58.6	7.9	4.1	3.5	0.0	0.0	1009.4	980.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-04-10	6.6	13.0	2.1	1.0	61.1	5.9	5.9	5.3	0.0	0.0	1014.3	984.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-11	4.4	8.3	2.8	2.6	74.3	6.2	8.0	3.8	0.0	0.0	1019.2	989.4	0.1	0.0	0.1	-	0.0	-	1.2	-	-	-	-	-	-
2019-04-12	2.8	4.3	2.1	1.5	87.6	6.6	8.0	3.3	0.0	0.0	1022.0	991.9	5.1	3.1	2.0	-	0.0	-	18.9	-	0.7	-	-	-	-
2019-04-13	3.7	5.7	1.6	1.1	89.3	7.1	7.9	2.8	0.0	0.0	1021.0	991.0	0.4	0.4	0.0	-	0.0	-	6.5	-	-	1.7	-	-	-
2019-04-14	7.4	13.6	0.3	-1.0	59.1	5.7	5.3	5.0	0.0	0.0	1020.8	991.3	0.0	0.0	0.0	-	0.0	-	-	-	-	0.4	-	-	-
2019-04-15	6.4	11.7	-0.1	-1.5	48.3	4.5	0.6	3.3	0.0	0.0	1025.0	995.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-16	6.7	13.4	-1.9	-4.7	52.1	4.7	1.9	4.1	0.0	0.0	1024.3	994.6	0.0	0.0	0.0	-	0.0	-	1.7	-	-	-	-	3.0	-
2019-04-17	8.8	14.6	4.6	3.3	71.8	7.9	5.6	1.9	0.0	0.0	1026.0	996.4	0.0	0.0	0.0	-	0.0	-	2.1	-	-	-	-	-	-
2019-04-18	10.5	17.9	1.8	-0.9	60.1	7.2	1.0	3.1	0.0	0.0	1030.3	1000.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.0	-	-
2019-04-19	11.9	19.6	2.0	-1.8	51.5	6.3	0.0	1.6	0.0	0.0	1031.1	1001.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.0	-	-
2019-04-20	12.1	21.1	1.4	-2.5	44.4	5.4	2.1	2.6	0.0	0.0	1028.2	998.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-21	10.9	18.2	2.7	-0.6	51.9	6.5	1.3	2.0	0.0	0.0	1022.3	993.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-22	11.1	16.3	6.6	2.4	63.5	8.3	4.5	5.5	0.3	0.0	1018.1	988.9	0.3	0.3	0.0	-	0.0	-	1.0	-	-	-	-	-	-
2019-04-23	12.3	18.0	5.7	3.0	52.9	7.5	4.3	7.8	2.5	0.0	1016.9	988.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-04-24	14.2	19.2	10.5	9.4	60.6	9.8	5.6	4.3	0.0	0.0	1015.5	986.7	0.0	0.0	0.0	-	0.0	-	1.3	-	-	-	-	-	-
2019-04-25	18.1	25.7	9.1	7.0	57.4	11.0	2.9	3.1	0.0	0.0	1014.2	985.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-04-26	19.1	27.4	8.9	7.5	53.8	10.9	4.9	2.9	0.0	0.0	1010.5	982.3	0.3	0.0	0.3	-	0.0	-	-	-	-	-	5.0	-	-
2019-04-27	12.7	22.9	11.7	9.7	78.3	11.4	7.5	4.5	0.2	0.0	1012.0	983.2	8.8	0.0	8.8	-	0.0	-	3.9	-	-	-	-	-	-
2019-04-28	9.9	11.8	9.3	8.8	92.9	11.3	8.0	3.8	0.0	0.0	1014.2	985.1	33.1	15.3	17.8	-	0.0	-	24.0	-	-	-	-	-	-
2019-04-29	9.9	10.8	8.7	8.3	98.5	12.0	8.0	3.3	0.0	0.0	1012.3	983.3	14.8	2.6	12.2	-	0.0	-	15.8	-	-	-	-	-	-
2019-04-30	11.4	13.7	9.9	9.5	91.8	12.3	7.6	2.6	0.0	0.0	1010.7	981.9	1.3	1.3	0.0	-	0.0	-	6.8	-	-	-	-	-	-
2019-05-01	12.0	18.0	5.6	3.5	66.3	8.7	3.1	4.5	0.0	0.0	1008.7	980.0	0.3	0.0	0.3	-	0.0	-	1.1	-	-	-	-	-	-
2019-05-02	14.0	19.7	8.7	6.5	65.9	10.1	4.6	5.8	2.9	0.0	1005.5	977.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-05-03	9.3	14.9	6.5	4.0	79.1	9.2	6.9	2.6	0.0	0.0	1007.1	978.1	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	9.0	-	-
2019-05-04	10.6	15.6	4.1	2.0	68.0	8.4	5.6	2.3	0.0	0.0	1006.5	977.7	1.1	0.0	1.1	-	0.0	-	0.2	-	-	-	7.0	-	-
2019-05-05	6.1	13.3	3.8	3.4	79.3	7.5	8.0	3.6	0.0	0.0	1011.5	982.0	2.0	1.9	0.1	-	0.0	-	18.1	-	-	-	-	-	-
2019-05-06	8.0	10.2	5.9	4.7	53.5	5.7	8.0	3.1	0.0	0.0	1013.7	984.4	0.0	0.0	0.0	-	0.0	-	0.4	-	-	-	-	-	-
2019-05-07	8.7	12.6	5.6	4.9	57.5	6.4	5.9	3.9	0.0	0.0	1016.7	987.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-05-08	9.9	15.9	1.2	-0.4	60.3	6.9	4.0	2.8	0.0	0.0	1014.7	985.5	0.1	0.0	0.1	-	0.0	-	-	-	-	-	10.0	-	-
2019-05-09	8.7	13.3	5.4	4.0	82.6	9.4	7.8	1.9	0.0	0.0	1006.2	977.2	6.0	4.8	1.2	-	0.0	-	13.9	-	-	-	3.9	-	-
2019-05-10	11.6	17.6	5.6	4.0	84.3	11.4	5.4	2.9	0.0	0.0	1008.3	979.5	0.5	0.5	0.0	-	0.0	-	1.0	-	-	0.5	-	-	-
2019-05-11	14.5	20.1	9.7	8.5	61.9	9.7	5.6	2.9	0.0	0.0	1012.9	984.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-05-12	11.9	18.2	9.4	8.0	82.1	11.4	7.3	4.3	0.0	0.0	1020.3	991.2	4.0	0.6	3.4	-	0.0	-	4.5	-	-	-	-	-	-
2019-05-13	7.6	10.6	6.1	4.5	79.9	8.3	7.9	2.9	0.0	0.0	1030.9	1001.0	9.0	0.0	9.0	-	0.0	-	13.6	-	-	-	-	-	-
2019-05-14	6.0	7.4	4.2	4.0	89.5	8.4	7.8	2.9	0.0	0.0	1026.0	996.1	9.5	4.7	4.8	-	0.0	-	22.1	-	-	-	-	-	-
2019-05-15	8.8	10.6	6.4	5.2	94.8	10.8	8.0	0.9	0.0	0.0	1017.7	988.4	6.5	4.0	2.5	-	0.0	-	19.0	-	-	-	-	-	-
2019-05-16	12.6	17.2	8.4	7.0	84.1	12.1	7.0	2.4	0.0	0.0	1014.1	985.3	1.4	0.0	1.4	-	0.0	-	2.1	-	-	-	-	-	-
2019-05-17	14.8	20.1	11.2	10.5	79.4	13.0	5.6	2.1	0.0	0.0	1011.9	983.3	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	-	-	1.0
2019-05-18	15.8	23.0	7.9	5.6	74.0	12.7	4.4	1.4	0.0	0.0	1010.1	981.7	0.0	0.0	0.0	-	0.0	-	-	-	-	2.8	-	-	-
2019-05-19	15.9	22.9	9.1	8.0	83.3	15.0	3.5	2.5	0.0	0.0	1006.9	978.6	5.9	5.9	0.0	-	0.0	-	1.1	-	-	-	3.2	-	2.4
2019-05-20	18.0	23.0	13.9	9.5	72.8	14.5	6.4	3.1	0.0	0.0	1003.8	975.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	1.0	-	-
2019-05-21	14.2	19.7	11.7	9.2	86.5	13.9	7.1	3.3	0.2	0.0	1003.9	975.5	21.9	9.0	12.9	-	0.0	-	10.4	-	-	-	7.0	-	-
2019-05-22	14.2	15.6	12.7	12.0	89.6	14.4	7.6	4.9	0.0	0.0	1004.6	976.2	27.2	2.3	24.9	-	0.0	-	8.6	-	-	-	-	-	-
2019-05-23	12.3	14.1	11.4	11.0	96.1	13.8	7.8	4.8	0.0	0.0	1012.7	983.9	22.2	19.7	2.5	-	0.0	-	18.7	-	-	-	-	-	0.2
2019-05-24	12.1	14.7	10.7	10.2	95.4	13.4	7.1	2.3	0.0	0.0	1014.4	985.5	0.9	0.9	0.0	-	0.0	-	2.2	-	-	0.9	-	-	-
2019-05-25	15.1	22.1	7.2	5.0	73.4	11.9	4.5	2.5	0.0	0.0	1013.4	984.8	0.0	0.0	0.0	-	0.0	-	-	-	-	4.7	-	-	-
2019-05-26	17.7	23.3	10.9	10.1	71.0	13.8	5.6	2.3	0.0	0.0	1013.8	985.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	9.0	-	-
2019-05-27	19.0	24.9	11.2	7.9	69.9	14.7	5.0	1.5	0.0	0.0	1010.8	982.6	2.7	0.0	2.7	-	0.0	-	4.3	-	-	-	7.0	-	-
2019-05-28	17.4	21.6	13.9	10.2	83.4	16.4	6.3	2.6	0.0	0.0	1005.5	977.4	0.5	0.3	0.2	-	0.0	-	2.8	-	-	-	-	-	-
2019-05-29	12.7	17.7	11.8	10.0	89.0	13.1	8.0	2.6	0.0	0.0	1015.1	986.2	0.9	0.9	0.0	-	0.0	-	4.6	-	-	-	-	-	-
2019-05-30	10.8	12.4	10.2	9.5	79.9	10.3	7.5	2.5	0.0	0.0	1024.1	994.8	2.3	1.1	1.2	-	0.0	-	5.9	-	-	-	-	-	-
2019-05-31	15.4	21.6	9.3	8.2	67.1	11.1	3.3	1.5	0.0	0.0	1023.8	995.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.0	-	-
2019-06-01	17.8	24.7	10.9	7.6	74.8	14.9	4.0	1.9	0.0	0.0	1021.5	993.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	9.0	-	-
2019-06-02	19.6	26.2	12.2	11.5	69.0	14.9	3.1	2.1	0.0	0.0	1019.4	991.1	0.0	0.0	0.0	-	0.0	-	-	-	-	1.1	2.8	-	-
2019-06-03	20.7	26.3	12.8	9.0	62.9	14.6	0.8	4.0	0.0	0.0	1017.6	989.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.0	-	-
2019-06-04	21.2	27.8	13.6	10.5	66.6	16.4	2.3	3.8	0.0	0.0	1013.8	985.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	-
2019-06-05	21.4	26.4	15.4	12.6	70.6	17.6	2.6	4.6	0.0	0.0	1011.0	983.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-06-06	20.7	26.6	14.0	13.0	65.8	15.3	3.8	2.9	0.0	0.0	1011.5	983.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-06-07	21.7	27.1	15.3	11.8	68.9	17.3	3.8	1.1	0.0	0.0	1014.3	986.3	0.0	0.0	0.0	-	0.0	-	0.1	-	-	-	3.8	-	0.2
2019-06-08	21.7	28.8	15.6	12.2	69.9	17.7	2.9	2.9	0.0	0.0	1018.6	990.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.6	-	-
2019-06-09	20.1	25.6	11.9	10.4	61.0	13.8	1.1	2.9	0.0	0.0	1024.9	996.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-06-10	24.3	31.2	16.3	15.5	64.4	18.7	1.3	3.8	0.0	0.0	1016.6	988.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-11	25.1	32.3	16.9	16.0	59.0	17.5	0.9	2.5	0.0	0.0	1013.0	985.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	0.1
2019-06-12	25.4	32.8	15.8	13.4	56.1	16.7	1.1	2.1	0.0	0.0	1012.2	984.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	4.0	-	-
2019-06-13	25.2	32.7	17.2	13.2	65.8	20.0	3.4	2.0	0.0	0.0	1012.9	985.3	0.2	0.2	0.0	-	0.0	-	0.8	-	-	-	-	-	0.6
2019-06-14	24.6	29.8	19.1	16.4	72.3	21.6	3.8	2.3	0.0	0.0	1017.6	989.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-15	26.9	33.4	19.5	17.2	63.8	21.6	3.9	2.1	0.0	0.0	1013.4	986.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-16	22.6	29.9	17.3	17.0	68.6	18.4	4.5	2.9	0.0	0.0	1015.7	987.7	0.6	0.6	0.0	-	0.0	-	1.7	-	-	-	-	-	0.4
2019-06-17	19.8	24.0	17.7	17.1	65.1	14.8	6.3	2.4	0.0	0.0	1020.7	992.4	0.0	0.0	0.0	-	0.0	-	0.4	-	-	-	1.0	-	-
2019-06-18	19.8	25.1	13.4	10.3	72.1	16.3	4.9	3.8	0.0	0.0	1018.7	990.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-06-19	22.8	28.7	16.5	13.6	67.3	17.9	5.0	1.6	0.0	0.0	1013.1	985.2	1.0	0.0	1.0	-	0.0	-	0.3	-	-	-	3.0	-	1.2
2019-06-20	22.2	27.9	18.3	15.0	75.1	19.7	6.9	1.4	0.0	0.0	1011.5	983.6	0.0	0.0	0.0	-	0.0	-	1.8	-	-	-	-	-	0.5
2019-06-21	20.7	28.1	17.5	17.0	79.3	19.0	5.5	2.3	0.0	0.0	1015.1	987.0	2.4	2.4	0.0	-	0.0	-	1.7	-	-	-	-	-	3.3
2019-06-22	20.9	25.4	16.1	14.2	74.4	18.0	5.3	3.3	0.0	0.0	1019.5	991.3	0.0	0.0	0.0	-	0.0	-	-	-	-	2.1	-	-	-
2019-06-23	21.5	26.1	17.5	16.2	59.0	14.9	5.4	4.8	0.0	0.0	1019.2	991.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-24	22.2	26.5	16.5	15.9	59.9	15.7	5.5	4.6	0.0	0.0	1023.1	994.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-25	24.9	31.7	16.6	15.8	65.9	19.9	0.9	3.8	0.0	0.0	1024.2	996.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-26	27.3	33.9	19.4	18.9	61.1	21.0	1.5	2.8	0.0	0.0	1021.4	993.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.3	-	-
2019-06-27	25.0	29.9	22.2	19.0	50.0	15.4	0.9	4.9	0.3	0.0	1017.1	989.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
